92170365|Pistola de silicona|190.75|75.523|ullamco nisi tempor est non voluptate sunt fugiat ad elit. anim Duis dolor enim magna
99897831|Cortatubos|152.72|136.322|nisi ex exercitation commodo sint Duis irure culpa incididunt nostrud adipiscing fugiat pariatur. ad Excepteur
48819477|Broca para metal|56.0|296.167|do velit adipiscing in est reprehenderit ut non Lorem amet, officia ullamco fugiat exercitation ipsum
42479540|Pegamento epóxico|41.67|33.597|ut mollit fugiat anim et elit. id cillum exercitation veniam, laborum. Excepteur amet, nostrud Ut
39456673|Lija para madera|184.12|172.303|enim in cupidatat ullamco eu ipsum dolore aute occaecat elit. magna ut consequat. sint id
42478509|Regleta múltiple|161.2|343.968|in tempor ea sit fugiat voluptate aliquip nisi minim reprehenderit deserunt Excepteur ad ut id
53137005|Cable eléctrico|33.29|214.262|ut velit cupidatat Ut nisi in officia in sunt sit id incididunt ea consectetur labore
66317812|Guantes de trabajo|103.82|261.199|occaecat qui consectetur veniam, dolor aute est dolore culpa Excepteur deserunt commodo amet, ut id
39537521|Flexómetro|185.83|334.725|incididunt sunt cupidatat aliquip esse ea eu anim ipsum commodo ut laboris veniam, Ut laborum.
66980413|Casco de seguridad|11.3|377.889|eu pariatur. nostrud sint sit in sunt aute Lorem adipiscing consequat. laborum. commodo reprehenderit enim
61979037|Cuchillo multiusos|80.99|367.059|sit ea in magna deserunt voluptate in et nisi ad occaecat mollit dolor pariatur. ut
63470288|Soplete|58.57|49.3|dolor velit enim do Ut laboris aliquip ullamco id adipiscing sunt officia anim nulla fugiat
24395178|Cinta aislante|25.09|317.947|Excepteur anim magna culpa Sed labore mollit et qui consequat. ut officia deserunt dolor tempor
36763211|Arandelas|8.3|456.83|consequat. amet, laborum. anim et ut laboris exercitation in eiusmod voluptate quis eu velit reprehenderit
23809125|Nivel de burbuja|37.54|262.772|officia amet, consectetur est irure laborum. pariatur. ipsum velit sunt ut nisi magna ea labore
49325297|Taladro percutor|31.17|196.152|cupidatat proident, dolore sit deserunt fugiat ullamco cillum Excepteur adipiscing consectetur Sed non exercitation voluptate
50249201|Llave de tubo|91.26|357.457|proident, in Duis Ut et magna culpa eu enim nostrud id ea sunt qui deserunt
81882876|Sierra manual|54.04|27.854|sit ex id ut consequat. minim voluptate culpa officia ut irure aliqua. occaecat ea fugiat
